training_time,cloud_cover
0.7185186266899108,10
0.6790227850278219,20
0.6033814628918965,30
0.5364395817120869,40
0.4355807145436605,50
0.3720892071723938,60
0.2800003170967102,70
0.2218755801518758,80
0.1269371787707011,90
