epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.333749095290303,0.8983241,0.3758974605991942,0.7973114
1,0.16495477065352795,0.9424984,0.3584040761037489,0.81493294
2,0.15592677135706337,0.9426983,0.32065211968419854,0.87350786
3,0.1540524847465416,0.94267696,0.32530502020566476,0.8670403
4,0.15279517690228983,0.9428145,0.32494999563234833,0.8737812
5,0.15189584989405455,0.94290566,0.317084241615863,0.8732627
6,0.1512477602086166,0.9429661,0.31089710576518187,0.8708219
7,0.15070753271377965,0.942981,0.30147796780318487,0.8700387
8,0.15074975921099354,0.94306004,0.32596149248746126,0.84909767
9,0.1502508125128614,0.9431112,0.3128932808806958,0.8535909
10,0.14993740827059598,0.9431995,0.3257549316900013,0.8709152
11,0.14966812090288767,0.9431056,0.3126929953692691,0.8745124
12,0.14938974954694414,0.9431567,0.32797383763647986,0.8512542
13,0.14911428361383086,0.943153,0.29503971384307565,0.8690515
14,0.14899301798825482,0.9432088,0.30741710794281346,0.874341
15,0.1487806683804778,0.9431688,0.2976172659483998,0.86906236
16,0.14888775850103603,0.9432246,0.2969655829932166,0.87025565
17,0.14868700553753397,0.9432302,0.32719202619825116,0.86968285
18,0.14842361897473508,0.9432097,0.3047702656355176,0.85900843
19,0.1481613192036214,0.94321996,0.3053733927937156,0.87363803
20,0.14813613402090908,0.943166,0.31760840902569837,0.87117773
21,0.14782288741577204,0.9432488,0.31751604234539804,0.87193704
22,0.1474115402939918,0.94326925,0.3275905055735142,0.86541957
23,0.14732812023848213,0.943193,0.2960161060010036,0.8694442
