training_time,cloud_cover
0.321248455842336,10
0.2776226043701172,20
0.23927877744038895,30
0.2120515505472819,40
0.18690510590871176,50
0.15855878988901775,60
0.13009668986002604,70
0.08427083889643351,80
0.047285676002502434,90
