cloud_cover,training_time
10.0,4.304057653745016
20.0,3.158582091331482
30.0,3.454188859462738
40.0,3.0590011914571127
50.0,2.2445839087168378
60.0,4.047904519240062
70.0,6.587353030840556
80.0,4.325556687513987
90.0,4.821379601955414
