cloud_cover,training_time
10.0,3.2463655908902487
20.0,4.036942764123281
30.0,1.818986451625824
40.0,2.111051909128825
50.0,2.3719414869944253
60.0,3.142465627193451
70.0,2.2458690722783405
80.0,4.312055973211924
90.0,2.9802422761917113
