training_time,cloud_cover
0.7787734071413676,10
0.6736143827438354,20
0.5874581456184387,30
0.4917868256568909,40
0.4202385783195496,50
0.3243799527486165,60
0.24764734506607056,70
0.17574353218078614,80
0.11024841864903767,90
