training_time,cloud_cover
2.120553493499756,10
1.9042619864145915,20
1.653068780899048,30
1.4262726346651713,40
1.1829795519510906,50
1.070325744152069,60
1.1058764139811197,70
0.7442920207977295,80
0.3667970101038615,90
