epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.16411353673449514,0.9531945,0.030188068646836812,0.991792
1,0.061709021396948845,0.9791658,0.030348405742065945,0.99173534
2,0.060039235799625335,0.97922933,0.03120150085432776,0.9916488
3,0.05947956090363248,0.97920775,0.03152722969306809,0.99159724
4,0.0590445295220214,0.9792591,0.0323091834600201,0.99148196
5,0.0587463140784853,0.9793082,0.032613830887286505,0.99155074
6,0.058579857677636446,0.9793734,0.02989047738738471,0.9916628
7,0.05845756852974531,0.9793933,0.03196517621497572,0.9916889
8,0.05843728465265105,0.97930163,0.03262815007515117,0.9915272
9,0.0583180113583709,0.97935754,0.03215388536370167,0.9915113
10,0.0582256758676178,0.97937614,0.03544407134437866,0.991191
