epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.17872101719052583,0.9585719,0.12317143219147143,0.95586884
1,0.10959105424748421,0.9721547,0.13646363155547997,0.95416373
2,0.1081028109092517,0.97229296,0.12042796213141072,0.95636165
3,0.10772162446932562,0.97232443,0.12020416031309682,0.9563431
4,0.10684974227314814,0.9724186,0.12470299697746319,0.9568421
5,0.10623860809312673,0.9725045,0.12061325577139523,0.9557992
6,0.10565254658641643,0.9725834,0.12596979218368545,0.95605373
7,0.1052781948650625,0.97268087,0.11804802482607588,0.95639646
8,0.10536288880435524,0.9726129,0.1263728936178091,0.9555911
9,0.10470973118814476,0.9727366,0.12058583152477433,0.95684516
10,0.10402597440209362,0.9728238,0.11086920211041151,0.9558611
11,0.10348596384968442,0.97291195,0.10871112000128931,0.9567771
12,0.10309896695953265,0.9729673,0.1112203202956586,0.9568096
13,0.10285355317291121,0.97300947,0.1047450750043833,0.9597038
14,0.10268447306516654,0.97306484,0.10494677525434645,0.96362853
15,0.10256074491098939,0.973095,0.12062422712020411,0.9542295
16,0.1029052671149733,0.97302836,0.1317303102468013,0.9554658
17,0.10275545964711515,0.97305954,0.13584838364005353,0.95143586
18,0.10260462493353398,0.9731043,0.11803945458898672,0.9551532
19,0.10243314429773243,0.97313577,0.12600023929979484,0.95273715
20,0.10232849891643693,0.9731633,0.11366464696008896,0.95243
21,0.10219561271859819,0.9732167,0.12717907873891135,0.94691545
22,0.10199363022061857,0.97326577,0.11860615589991017,0.95566463
23,0.10185876702585023,0.97331184,0.13886132502840676,0.9445179
