epoch,loss,sparse_categorical_accuracy
0,0.41726968838002065,0.86618316
1,0.22858684054659037,0.9281717
2,0.20206187916034032,0.92965114
3,0.19167963523577083,0.93153316
4,0.18693021470778784,0.93313104
5,0.1847326746858815,0.93377155
6,0.1835028788709398,0.934306
7,0.18291035070777342,0.9344944
8,0.1824085913730417,0.9344504
9,0.1818476468124032,0.93456763
10,0.1813417934818771,0.9348552
11,0.18119676549197947,0.93479204
12,0.180921050176257,0.9347413
13,0.18081560058622687,0.9347932
14,0.18067963320037045,0.93495667
15,0.18048002272925473,0.93484056
16,0.18030202369728848,0.93484056
17,0.18012754840729547,0.9349105
18,0.18014095406542294,0.9349668
19,0.17995893879606575,0.93495554
20,0.17992551472963753,0.93496907
21,0.17984304417804303,0.9350593
22,0.17974793928736085,0.93508524
23,0.17964157440119727,0.93508863
24,0.17956547751083635,0.93506604
25,0.17945534238588437,0.9351563
26,0.17928165190767129,0.9350909
27,0.17927129058143093,0.93521154
28,0.17895618556416232,0.9352296
29,0.17896335723959164,0.9352476
30,0.17899291039840765,0.9352702
31,0.17871674127519918,0.9353299
32,0.1786897234329121,0.93523973
33,0.17866178466944427,0.9353164
34,0.1787309797095052,0.935348
35,0.17859944727372348,0.9353006
36,0.17863873536372335,0.9352138
