cloud_cover,training_time
10.0,5.778758871555328
20.0,4.763348066806794
30.0,5.908600234985352
40.0,3.9013625264167784
50.0,3.6545151988665263
60.0,6.648962271213532
70.0,8.670556775728862
80.0,8.851715314388276
90.0,8.401043784618377
