epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.16616636817324326,0.9564987,0.00794003201524629,0.9979915
1,0.022633753855833938,0.9917767,0.005288462991923083,0.99793196
2,0.021613242454161047,0.99186873,0.005811532095607929,0.99720603
3,0.021306327143680772,0.9917763,0.0049062923538244875,0.998
4,0.02095991593872986,0.99184096,0.005128489317782296,0.9981509
5,0.020705724212188647,0.9919622,0.004748374892529427,0.99803454
6,0.0206041666040408,0.9919401,0.005172930280346773,0.9976893
7,0.020489856444785508,0.9920313,0.005213014489120182,0.9976633
8,0.020521636188399816,0.991967,0.005266014122367002,0.9976085
9,0.020430424167302286,0.99199057,0.0049021865333386235,0.9978317
10,0.020375287163142353,0.9920333,0.0047020217122094796,0.99811256
11,0.020343575319138777,0.9920258,0.005735520364585579,0.996891
