training_time,cloud_cover
0.6745271484057108,10
0.5895675659179688,20
0.5341148495674133,30
0.4592596650123596,40
0.3858251770337423,50
0.32952065070470177,60
0.248196280002594,70
0.17540903886159262,80
0.10774452288945516,90
