epoch,loss,sparse_categorical_accuracy
0,0.12246879075460401,0.960979
1,0.06739466389087415,0.9763773
2,0.0661552882738147,0.97652704
3,0.06548203592481164,0.97651154
4,0.06467856442266337,0.97655636
5,0.0640555718142973,0.97666615
6,0.06366837734672108,0.97672766
7,0.06339083188905323,0.97676814
8,0.06336571400541335,0.9767119
9,0.06308369610297417,0.9767009
10,0.06274443097462147,0.97667104
11,0.06249456483351875,0.9766789
12,0.062287637669497894,0.97669584
13,0.06207332697758647,0.9767543
14,0.06193903879786904,0.976727
15,0.06178947566021518,0.97676474
16,0.06192085371777991,0.9767292
