epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.12914627929986178,0.97525656,0.2569051149176368,0.89728624
1,0.035231768152135814,0.99068224,0.2516456758154422,0.8971493
2,0.034504913028028404,0.99075097,0.24898273885650862,0.8971557
3,0.03417825129341896,0.99077564,0.23307517725908278,0.897429
4,0.03382665998331112,0.990825,0.2260607463215846,0.89926505
5,0.03357637854241483,0.99085605,0.2368887402008533,0.8971811
6,0.033429563993044455,0.9908912,0.23975788478333251,0.89706415
7,0.03330789495399685,0.9909291,0.23700876079734196,0.89691323
8,0.03331168592425318,0.9909233,0.23770099318220628,0.8963593
9,0.03321336838421961,0.99092156,0.2379722520641736,0.89491624
10,0.033135033844948626,0.9909466,0.24956972001495906,0.8949625
11,0.03304602995765692,0.99094874,0.24737049753894522,0.8936757
12,0.03298916324819612,0.990953,0.25163538397742613,0.89221716
13,0.032942331935562806,0.9909489,0.24880712542122496,0.8950826
14,0.032888935191172725,0.99097824,0.2517215383620767,0.89123863
