epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.20345296916208372,0.9313361,0.029420518714899875,0.99329966
1,0.021135688619736123,0.99451786,0.021292767149684498,0.99422437
2,0.018676642622101638,0.9946288,0.02068205085541767,0.99424666
3,0.01849355380623457,0.9946613,0.02102703745262583,0.9942478
4,0.01830953233105337,0.994678,0.020473534071091867,0.99456346
5,0.01820707795831485,0.9947038,0.020617989903799063,0.99459803
6,0.018127268118652232,0.99471194,0.02033816598678668,0.9945891
7,0.01805588716588102,0.99472725,0.020170256322593713,0.99459356
8,0.017999391897110934,0.9947268,0.02027266056661983,0.99459577
9,0.017953793599190596,0.99473965,0.02012607201709875,0.9946069
10,0.01788818302423684,0.99475783,0.02027731442193365,0.99455565
11,0.017860132792740027,0.9947569,0.02008195221147985,0.9945746
12,0.017835308274841595,0.99473727,0.020021316049878023,0.99460804
13,0.017804274026186867,0.9947583,0.0200444298534954,0.99460137
14,0.017748627032303677,0.9947459,0.02010132281492553,0.9945255
15,0.017732851084241073,0.9947502,0.020033541026079623,0.99459803
16,0.01772600936822141,0.9947502,0.019996829440148658,0.9945813
17,0.017711226705412243,0.99475354,0.020231677464943643,0.99446636
