epoch,loss,sparse_categorical_accuracy
0,0.11983301566292472,0.9719724
1,0.0431791040835975,0.9857443
2,0.04163187331336237,0.9858376
3,0.04051430828423023,0.9858286
4,0.039687175791143496,0.9857324
5,0.03910594679199672,0.98572505
6,0.038661495060040275,0.9857352
7,0.038369478849465996,0.98579794
8,0.038205007696376046,0.98586774
9,0.03794031173553453,0.98591536
10,0.03764608013846005,0.9859806
11,0.03733057868800428,0.98611736
12,0.037042399394427,0.98623586
13,0.03688104863379075,0.98625475
14,0.036680301644783114,0.9863175
15,0.03652861009544222,0.9863171
16,0.0365058008896048,0.98632973
17,0.036397317883424984,0.9863257
18,0.03628620942584046,0.9863306
