training_time,cloud_cover
0.92660973072052,10
0.8731189131736755,20
0.7464681744575501,30
0.6701927741368612,40
0.5403627594312032,50
0.4408543189366659,60
0.3320454120635986,70
0.22955652872721355,80
0.13836794296900432,90
